Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2014,Alzheimer's disease (G30),Alzheimer's disease,Vermont,266,31.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1775,20.8
2014,Alzheimer's disease (G30),Alzheimer's disease,Washington,3344,43.6
2014,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,620,25.5
2014,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1876,25
2014,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,162,26.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2663,48.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Alaska,157,32.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2235,28.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1583,45.4
2014,Cerebrovascular diseases (I60-I69),Stroke,California,13731,33.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1714,33.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1266,26.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Delaware,439,38.8
2014,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,214,33.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Florida,9770,33
2014,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3948,42.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,655,34.1
2014,Cerebrovascular diseases (I60-I69),Stroke,Idaho,640,36.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5489,37.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3107,41.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1433,34
2014,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1363,39
2014,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050,41.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2230,45.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Maine,628,33.2
2014,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2469,38
2014,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2460,28.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4596,37.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2202,34
2014,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1584,48.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3030,41
2014,Cerebrovascular diseases (I60-I69),Stroke,Montana,480,36.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,798,34.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Nevada,948,33.8
2014,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,474,28.9
2014,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3419,31.4
2014,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,822,34.7
2014,Cerebrovascular diseases (I60-I69),Stroke,New York,6212,26.1
2014,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4702,43
2014,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325,35.5
2014,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5791,40
2014,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1847,43
2014,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1821,37.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6576,36.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,373,25.6
2014,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2393,44.2
2014,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,439,38.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3326,45.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Texas,9898,41.6
2014,Cerebrovascular diseases (I60-I69),Stroke,United States,133103,36.5
2014,Cerebrovascular diseases (I60-I69),Stroke,Utah,856,37.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Vermont,266,31.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3229,37
2014,Cerebrovascular diseases (I60-I69),Stroke,Washington,2649,34.3
2014,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1103,45.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2511,34.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,189,30.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3050,53.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,192,38.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3396,42.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2092,58.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,California,12780,32
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2451,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1368,30.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,458,40.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,136,21.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11178,38
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4332,45.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,313,17.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,819,45.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5631,39.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4029,54
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1915,47.7
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1673,49.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214,63.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2237,45.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,896,48.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1909,29.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2592,31.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5345,44.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277,36
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1738,52.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3762,51.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,668,50.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1123,50.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680,41.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3046,28.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127,46.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6806,29.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5023,45.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,317,36.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6765,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772,63.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1955,40.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6422,37
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,505,36
2014,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2715,48.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,441,40.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3969,52.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,9668,40.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,United States,147101,40.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,757,32.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,333,41.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3108,35.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2916,37.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1578,63
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2759,39.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343,55
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,1281,22.8
2014,Diabetes mellitus (E10-E14),Diabetes,Alaska,113,19.4
2014,Diabetes mellitus (E10-E14),Diabetes,Arizona,1936,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Arkansas,828,24
2014,Diabetes mellitus (E10-E14),Diabetes,California,8249,20.4
2014,Diabetes mellitus (E10-E14),Diabetes,Colorado,835,15.5
2014,Diabetes mellitus (E10-E14),Diabetes,Connecticut,685,14.9
2014,Diabetes mellitus (E10-E14),Diabetes,Delaware,226,19.8
2014,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,119,18.8
2014,Diabetes mellitus (E10-E14),Diabetes,Florida,5371,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,2230,22.3
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,276,15.4
2014,Diabetes mellitus (E10-E14),Diabetes,Idaho,409,22.9
2014,Diabetes mellitus (E10-E14),Diabetes,Illinois,2712,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Indiana,1819,24.4
2014,Diabetes mellitus (E10-E14),Diabetes,Iowa,1019,25.6
2014,Diabetes mellitus (E10-E14),Diabetes,Kansas,643,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1175,23.4
2014,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1238,24.8
2014,Diabetes mellitus (E10-E14),Diabetes,Maine,414,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Maryland,1305,19.8
2014,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1202,14.5
2014,Diabetes mellitus (E10-E14),Diabetes,Michigan,2844,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1193,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1015,30.4
2014,Diabetes mellitus (E10-E14),Diabetes,Missouri,1423,19.4
2014,Diabetes mellitus (E10-E14),Diabetes,Montana,250,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Nebraska,473,21.5
2014,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,11.4
2014,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,18
2014,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2062,19.3
2014,Diabetes mellitus (E10-E14),Diabetes,New Mexico,671,27.5
2014,Diabetes mellitus (E10-E14),Diabetes,New York,4064,17.4
2014,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2687,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,North Dakota,176,19.9
2014,Diabetes mellitus (E10-E14),Diabetes,Ohio,3641,25.7
2014,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1261,29.1
2014,Diabetes mellitus (E10-E14),Diabetes,Oregon,1083,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3765,22
2014,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,252,18.3
2014,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1239,21.8
2014,Diabetes mellitus (E10-E14),Diabetes,South Dakota,224,21.3
2014,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1727,23.2
2014,Diabetes mellitus (E10-E14),Diabetes,Texas,5348,21.3
2014,Diabetes mellitus (E10-E14),Diabetes,United States,76488,20.9
2014,Diabetes mellitus (E10-E14),Diabetes,Utah,570,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Vermont,154,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Virginia,1683,18.5
2014,Diabetes mellitus (E10-E14),Diabetes,Washington,1668,21.2
2014,Diabetes mellitus (E10-E14),Diabetes,West Virginia,818,33.3
2014,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1352,19.1
2014,Diabetes mellitus (E10-E14),Diabetes,Wyoming,110,17.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12461,224
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,782,146.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10805,136.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7581,217.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,58189,142.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6900,130.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7018,145.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1921,168.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1324,207.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,44511,151.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17107,179.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2528,136.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2676,152.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25024,169.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13764,182.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6615,157.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5479,157.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10013,200.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10647,216.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2776,147.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11135,167.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,11817,137.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24692,200.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7659,116.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7538,229.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14338,194.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1957,147.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3296,143
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5761,197.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2464,147.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18319,166.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3424,143.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43116,178.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17592,158.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1381,149.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27000,186.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9868,228.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6524,132.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,31353,175.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2341,160.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9964,181.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1704,154.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15223,205.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,41479,169.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,614348,167
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3431,151
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1311,156.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13874,156.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10710,137.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4692,192.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11229,155.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1035,162.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1031,18.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,68,14.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,779,10
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,710,20.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5970,14.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,701,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,644,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,156,13.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,74,11.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2719,9.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1510,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,438,22.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,200,11.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2485,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1063,14.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,582,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,637,18.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1017,20.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,854,17.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,258,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1019,15.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1370,15.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1875,15.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,638,9.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,763,23.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1321,18.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,179,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,351,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,687,23.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,11.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1234,11.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,376,16.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4702,19.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1874,17.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,174,18.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2443,16.9
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,723,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,450,9.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2541,14.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,176,11.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751,13.9
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1602,22.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3452,14.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,55227,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,366,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,9.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1498,17.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,729,9.4
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,473,19.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1002,13.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,18.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,715,14.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,167,22.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1244,18
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,515,17.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4214,10.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1083,19.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,379,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,126,13.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,52,7.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3035,13.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1295,12.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,204,13.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,320,20
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1398,10.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,948,14.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,407,12.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,455,15.7
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,728,16
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,679,14.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,220,15.7
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,606,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,596,8.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1354,13.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,686,12.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,380,12.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1017,16.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,251,23.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,251,13.4
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,573,19.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,247,17.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Jersey,786,8.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,449,21
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New York,1700,8.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1352,13.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,137,17.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1491,12.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,736,19.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,782,18.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1817,13.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,113,10.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,753,15.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,141,17.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,997,14.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,3254,12.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,42826,13
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,559,20.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,124,18.7
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1123,12.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1119,15.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,359,18.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,769,13.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,120,20.6
2014,Malignant neoplasms (C00-C97),Cancer,Alabama,10286,177.6
2014,Malignant neoplasms (C00-C97),Cancer,Alaska,972,164.2
2014,Malignant neoplasms (C00-C97),Cancer,Arizona,11455,142.7
2014,Malignant neoplasms (C00-C97),Cancer,Arkansas,6546,183.1
2014,Malignant neoplasms (C00-C97),Cancer,California,58412,144.1
2014,Malignant neoplasms (C00-C97),Cancer,Colorado,7405,136
2014,Malignant neoplasms (C00-C97),Cancer,Connecticut,6621,146.7
2014,Malignant neoplasms (C00-C97),Cancer,Delaware,1972,167.3
2014,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1116,178.6
